trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.02, 'e': 0.025222974835227212}",25,10,21.981653342393734,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.02, 'e': 0.024972002042276155}",30,0,44.0627578505185,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.02, 'e': 0.024723526470339388}",20,7,-4.1521765856687995,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.02, 'e': 0.02447752327165267}",30,8,31.709368968348326,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.02, 'e': 0.024233967845691113}",35,26,11.51982513004222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.02, 'e': 0.023992835836709175}",20,3,23.199719143673715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.02, 'e': 0.023754103131304997}",25,2,39.902154241018074,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.02, 'e': 0.023517745856009107}",25,0,-16.153075864655186,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
376,False,"{'a': 0.02, 'e': 0.023283740374897}",20,11,9.069343364348246,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.02, 'e': 0.02305206328722557}",25,0,25.008753098797822,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
378,False,"{'a': 0.02, 'e': 0.02282269142509297}",20,0,-12.469688957842664,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.02, 'e': 0.022595601851121864}",20,6,24.39852188969722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.02, 'e': 0.02237077185616559}",25,5,30.64805734855104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.02, 'e': 0.022148178957037315}",35,14,32.83600949434622,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.02, 'e': 0.02192780089426161}",30,10,36.54549728135633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.02, 'e': 0.02170961562984857}",25,16,13.710512997502978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.02, 'e': 0.021493601345089923}",25,12,18.34567968443618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.02, 'e': 0.02127973643837717}",20,1,26.09729688649235,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.02, 'e': 0.021067999523041434}",25,5,29.444846548331547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.02, 'e': 0.02085836942521472}",30,15,26.235796838409396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.02, 'e': 0.020650825181712566}",25,0,26.031262334133636,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
389,False,"{'a': 0.02, 'e': 0.020445346037937653}",20,6,25.34384421142855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.02, 'e': 0.02024191144580439}",20,10,16.756924884909804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.02, 'e': 0.020040501061684014}",20,0,26.29926149277985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.02, 'e': 0.019841094744370288}",20,11,16.628726141681987,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.02, 'e': 0.019643672553065292}",25,14,21.761739522426108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.02, 'e': 0.01944821474538539}",25,0,4.902341568877595,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
395,False,"{'a': 0.02, 'e': 0.01925470177538692}",25,0,-9.269733680489496,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
396,False,"{'a': 0.02, 'e': 0.019063114291611637}",30,1,46.25772441261248,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.02, 'e': 0.018873433135151486}",25,15,18.419280411038674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.02, 'e': 0.018685639337732773}",25,0,27.716493070218664,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
399,False,"{'a': 0.02, 'e': 0.018499714119819242}",20,7,20.801169231704442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.02, 'e': 0.01831563888873418}",30,10,-1.5907728449581842,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.02, 'e': 0.018133395236801075}",25,12,24.30902072671085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.02, 'e': 0.01795296493950285}",25,8,29.253970841923273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.02, 'e': 0.01777432995365944}",20,0,24.28441880212926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.02, 'e': 0.017597472415623393}",25,7,26.675097931794944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.02, 'e': 0.017422374639493515}",20,0,31.85345339616983,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.02, 'e': 0.017249019115346265}",20,10,12.768837725152004,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.02, 'e': 0.017077388507484793}",25,16,14.685888616384432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.02, 'e': 0.01690746565270528}",20,14,11.957656494530312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.02, 'e': 0.016739233558580632}",20,0,26.788484375743845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.02, 'e': 0.016572675401761255}",25,17,15.138746456417234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.02, 'e': 0.016407774526292645}",25,14,20.091671058621653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.02, 'e': 0.01624451444194987}",20,0,28.172613902784338,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.02, 'e': 0.016082878822588433}",20,10,19.157838954750538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.02, 'e': 0.015922851504511698}",30,8,23.634383497748694,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.02, 'e': 0.015764416484854486}",30,20,16.601682800523026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.02, 'e': 0.01560755791998283}",20,13,13.176592094603409,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.02, 'e': 0.015452260123909515}",25,0,35.56135112361349,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.02, 'e': 0.015298507566725518}",30,8,25.923489046322544,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.02, 'e': 0.01514628487304698}",20,0,25.460173238010388,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.02, 'e': 0.014995576820477703}",35,7,45.1001203005111,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.02, 'e': 0.014846368338086832}",25,11,25.245786085066246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.02, 'e': 0.014698644504901784}",20,6,23.46378724838289,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.02, 'e': 0.014552390548416123}",25,10,25.197205135403838,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.02, 'e': 0.01440759184311235}",25,5,26.284357214783576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.02, 'e': 0.014264233908999256}",25,16,17.302538991879626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.02, 'e': 0.014122302410163962}",25,0,32.63509752572574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.02, 'e': 0.013981783153338296}",25,10,18.147447042254747,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.02, 'e': 0.013842662086479501}",20,0,27.71541339376038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
429,False,"{'a': 0.02, 'e': 0.013704925297364945}",20,9,22.608208854227065,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.02, 'e': 0.013568559012200934}",25,18,12.5136472878295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.02, 'e': 0.013433549594245302}",20,0,-25.063036812575646,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
432,False,"{'a': 0.02, 'e': 0.013299883542443767}",25,0,36.06276161459323,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.02, 'e': 0.013167547490079751}",25,3,35.22217762756915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.02, 'e': 0.013036528203437736}",25,16,19.40516784416974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.02, 'e': 0.012906812580479862}",20,2,22.97243557803411,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.02, 'e': 0.01277838764953576}",25,7,36.000928889536546,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.02, 'e': 0.012651240568005305}",25,10,25.61545252539814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.02, 'e': 0.012525358621074385}",20,0,28.30353720106532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.02, 'e': 0.012400729220443406}",25,15,19.799349012403795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.02, 'e': 0.012277339903068436}",30,0,-2.1830687932810715,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
441,False,"{'a': 0.02, 'e': 0.012155178329914935}",20,8,19.696586186993326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.02, 'e': 0.012034232284723775}",30,0,45.96568005808973,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.02, 'e': 0.011914489672789647}",30,15,14.914596839342588,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.02, 'e': 0.011795938519751562}",25,0,39.966924693268844,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.02, 'e': 0.011678566970395442}",25,9,13.655946722378614,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.02, 'e': 0.011562363287468536}",20,11,15.71251734533743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.02, 'e': 0.01144731585050571}",20,0,26.403019813567614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.02, 'e': 0.011333413154667387}",20,3,31.552294911734318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.02, 'e': 0.011220643809589084}",35,6,43.47104668943903,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.02, 'e': 0.011108996538242306}",20,8,18.704600559869114,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.02, 'e': 0.010998460175806881}",20,0,27.095676731645852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.02, 'e': 0.01088902366855444}",20,0,26.707194196282444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.02, 'e': 0.010780676072743084}",20,14,12.74418195741691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.02, 'e': 0.010673406553522925}",35,22,23.959001393150416,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.02, 'e': 0.010567204383852655}",20,14,10.120700201237696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.02, 'e': 0.010462058943426795}",25,10,-1.1609913035697073,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.02, 'e': 0.010357959717613696}",30,2,38.19834082581052,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.02, 'e': 0.010254896296404022}",20,12,14.492538457432286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.02, 'e': 0.010152858373369763}",20,1,25.14945216159822,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.02, 'e': 0.010051835744633576}",30,15,27.619368853920605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.02, 'e': 0.00995181830784842}",35,23,23.52272377599752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,12,19.436129861910263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,18,10.805139093770512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,0,28.82122395535844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",30,8,36.87470071673224,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,1,29.922007624169503,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,11,29.382681508733867,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,4,31.88384696485934,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,14,26.408472893712265,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,11.574987303400526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,10,26.51510668231088,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
